FIPS,Alcohol Mortality Rate,Alcohol Mortality Rate(F),Alcohol Mortality Rate(M),Drug Mortality Rate,Drug Mortality Rate(F),Drug Mortality Rate(M),Self-harm Mortality Rate,Self-harm Mortality Rate(F),Self-harm Mortality Rate(M),Int. Violence Mortality Rate,Int. Violence Mortality Rate(F),Int. Violence Mortality Rate(M)
28131.0,2.17,1.28,3.33,14.97,10.4,20.29,18.3,16.36,20.45,7.89,5.27,11.07
28133.0,3.18,2.33,4.12,5.21,3.02,8.16,13.3,11.18,15.39,14.57,11.23,17.98
28135.0,3.62,2.52,4.89,6.77,3.71,10.74,14.67,12.12,17.11,14.6,10.76,19.01
28137.0,2.0,1.22,3.06,10.24,7.25,13.86,15.5,13.72,17.33,7.89,5.53,10.49
28139.0,1.45,0.92,2.1,5.94,3.88,8.72,20.8,18.55,23.01,8.33,5.56,11.62
28141.0,3.91,2.52,5.64,23.02,17.47,28.96,23.91,21.7,26.22,5.96,3.92,8.9
28143.0,2.79,1.89,3.91,7.46,4.14,11.85,16.08,12.94,19.63,24.0,18.53,29.52
28145.0,1.55,1.04,2.2,5.69,3.59,8.68,16.46,14.95,18.18,5.33,3.59,7.77
28147.0,2.15,1.33,3.23,10.32,6.62,14.92,18.33,15.21,21.27,14.72,10.55,19.33
28149.0,1.98,1.38,2.67,6.24,4.4,8.54,15.78,13.77,17.89,13.33,10.52,16.19
28151.0,4.65,3.7,5.78,6.09,3.8,9.07,12.02,9.87,14.27,25.97,22.24,30.23
28153.0,2.2,1.39,3.14,11.23,7.52,15.25,12.74,10.81,14.75,11.81,8.8,15.11
28155.0,1.93,1.19,2.87,8.02,4.49,12.9,16.13,14.1,18.23,6.88,4.22,10.2
28157.0,2.89,1.86,4.16,7.9,4.19,12.53,12.84,10.22,15.44,16.79,12.14,21.7
28159.0,2.89,1.93,4.09,10.01,6.75,14.26,16.43,14.21,18.7,9.9,7.21,13.08
28161.0,3.43,2.41,4.72,6.9,3.68,11.28,20.73,17.62,24.1,14.31,9.81,19.23
28163.0,2.74,2.01,3.66,5.68,3.49,8.64,16.24,13.72,18.84,16.2,12.79,20.09
29.0,3.06,2.83,3.29,12.1,11.24,12.84,16.25,15.63,16.88,7.29,6.89,7.69
29001.0,2.2,1.39,3.08,7.93,5.3,11.11,16.73,15.17,18.36,2.69,1.69,4.01
29003.0,2.13,1.45,2.93,4.57,2.65,7.32,13.41,11.99,14.99,2.35,1.38,3.76
29005.0,2.29,1.51,3.39,3.94,2.03,6.61,11.96,10.38,13.64,2.15,1.2,3.73
29007.0,1.93,1.21,2.76,10.11,7.04,13.52,15.88,14.47,17.42,3.52,2.16,5.21
29009.0,1.64,1.05,2.41,9.59,6.77,12.88,18.23,16.68,19.8,4.41,2.91,6.54
29011.0,2.73,1.66,3.98,10.05,6.5,14.18,19.24,17.31,21.29,3.88,2.34,5.93
29013.0,3.19,1.95,4.74,15.77,11.2,20.97,20.21,18.23,22.13,4.28,2.65,6.45
29015.0,3.96,2.62,5.43,12.43,8.42,17.31,22.85,20.79,25.14,5.36,3.43,8.02
29017.0,1.46,0.83,2.33,8.34,5.4,12.24,17.99,16.14,20.01,3.96,2.35,6.26
29019.0,3.65,2.84,4.51,8.74,6.92,10.67,12.83,11.94,13.73,3.4,2.57,4.34
29021.0,3.17,2.37,4.11,9.75,7.43,12.6,14.99,13.85,16.05,3.86,2.84,5.12
29023.0,4.6,3.13,6.31,23.55,18.8,29.08,22.5,20.72,24.39,5.99,4.14,8.42
29025.0,2.0,1.1,3.05,9.5,6.15,14.2,19.5,17.29,21.85,3.13,1.74,5.26
29027.0,2.95,1.97,4.05,12.76,9.8,16.39,18.49,16.95,20.11,3.88,2.63,5.48
29029.0,2.05,1.36,2.92,12.31,9.49,15.31,18.09,16.55,19.68,4.67,3.12,6.47
29031.0,1.1,0.73,1.56,4.79,3.48,6.3,17.66,16.27,18.98,4.02,2.82,5.43
29033.0,1.68,0.95,2.65,8.49,5.34,12.62,19.26,17.25,21.6,3.15,1.79,5.07
29035.0,1.71,0.88,2.76,13.85,9.03,19.36,22.34,19.24,25.28,7.85,4.57,12.37
29037.0,3.3,2.46,4.23,9.54,7.38,11.89,16.88,15.6,18.28,4.25,3.1,5.7
29039.0,2.33,1.33,3.61,14.86,10.11,20.64,20.59,18.45,22.8,4.52,2.53,7.13
29041.0,1.62,0.97,2.41,7.33,4.57,10.61,12.83,11.4,14.38,2.42,1.39,3.76
29043.0,1.92,1.35,2.6,9.52,7.43,11.97,16.02,14.86,17.27,2.83,1.94,3.92
29045.0,1.82,1.15,2.69,6.04,3.49,9.81,16.05,14.08,18.3,2.6,1.43,4.46
29047.0,5.04,4.18,5.89,7.77,6.23,9.75,15.37,14.36,16.36,4.23,3.25,5.37
29049.0,2.93,1.96,4.02,9.22,6.22,12.88,19.41,17.55,21.44,4.21,2.73,6.19
29051.0,2.22,1.62,2.89,7.37,5.43,9.47,15.22,14.06,16.42,3.74,2.72,5.1
29053.0,2.18,1.4,3.06,7.67,4.59,11.41,15.88,14.41,17.49,3.36,2.04,5.16
29055.0,1.9,1.16,2.86,15.21,11.53,19.39,19.69,17.95,21.37,4.68,3.0,6.84
29057.0,2.85,1.68,4.4,11.46,7.52,16.7,18.75,16.66,20.86,4.36,2.56,6.82
29059.0,3.3,2.01,4.88,14.07,10.04,18.76,20.72,18.79,22.91,4.79,3.05,7.1
29061.0,1.17,0.69,1.78,5.78,3.12,9.4,17.6,15.61,19.76,3.17,1.65,5.27
29063.0,2.73,1.76,3.87,6.38,3.67,9.72,11.89,10.47,13.3,2.77,1.64,4.37
29065.0,2.37,1.27,3.76,21.85,17.05,27.96,21.93,19.8,24.22,5.94,3.92,8.99
29067.0,2.06,1.25,3.04,9.57,6.59,13.22,20.16,18.21,22.47,4.3,2.71,6.32
29069.0,3.54,2.37,4.98,20.66,15.8,26.09,21.3,19.4,23.25,7.85,5.41,10.73
29071.0,2.1,1.45,2.83,13.53,11.16,15.91,19.81,18.48,21.26,3.72,2.66,5.04
29073.0,1.83,1.1,2.83,11.49,8.39,15.22,16.7,15.02,18.52,3.52,2.2,5.52
29075.0,1.46,0.9,2.25,5.17,2.87,8.41,15.24,13.39,17.31,2.42,1.35,4.15
29077.0,4.5,3.52,5.61,18.66,16.03,21.26,17.62,16.63,18.72,4.74,3.61,5.96
29079.0,1.83,1.07,2.76,7.7,4.89,11.48,15.41,13.73,17.18,3.26,1.96,4.94
29081.0,1.88,1.09,2.85,8.34,5.1,12.69,18.62,16.56,20.85,3.42,1.92,5.57
29083.0,2.29,1.56,3.2,7.57,5.17,10.4,19.67,17.86,21.41,3.98,2.55,5.84
29085.0,3.08,1.88,4.59,14.4,9.53,21.03,19.82,17.6,22.09,4.08,2.29,7.01
29087.0,2.11,1.32,3.02,4.72,2.42,7.75,13.84,11.98,15.82,2.44,1.34,4.32
29089.0,2.55,1.62,3.62,7.22,4.58,10.69,14.04,12.56,15.74,2.82,1.65,4.53
29091.0,3.37,2.31,4.53,15.61,12.14,19.44,22.44,20.77,24.4,5.93,3.95,8.37
29093.0,1.94,1.02,3.27,23.18,17.11,30.02,20.62,18.26,22.99,5.98,3.61,8.99
29095.0,6.57,5.66,7.44,12.44,10.6,14.31,16.14,14.91,17.36,14.19,12.64,15.84
29097.0,1.94,1.33,2.61,11.36,9.0,13.9,21.92,20.29,23.48,4.91,3.67,6.51
29099.0,1.79,1.29,2.46,16.27,14.35,18.34,19.12,17.97,20.29,3.25,2.48,4.17
29101.0,1.97,1.4,2.64,4.1,2.69,5.98,16.0,14.64,17.42,2.9,1.98,4.17
29103.0,2.36,1.39,3.58,7.78,4.41,12.64,15.75,13.66,17.98,3.45,1.91,5.9
29105.0,1.34,0.86,1.93,6.07,3.9,8.73,18.14,16.49,19.73,5.37,3.65,7.52
29107.0,1.91,1.29,2.61,7.07,4.58,10.24,14.03,12.85,15.29,3.36,2.14,4.89
29109.0,2.87,1.89,4.03,14.58,10.94,18.95,17.19,15.79,18.76,3.52,2.34,5.09
29111.0,1.92,1.2,2.85,7.0,4.28,10.45,13.65,11.99,15.46,2.82,1.65,4.52
29113.0,1.09,0.62,1.71,11.63,9.14,14.36,17.95,16.51,19.46,3.44,2.22,4.89
29115.0,2.11,1.28,3.23,8.66,5.54,12.68,18.13,16.28,20.14,3.12,1.86,4.92
29117.0,2.09,1.23,3.19,11.34,7.89,15.38,13.8,12.42,15.19,3.62,2.24,5.41
29121.0,2.39,1.5,3.52,9.09,5.96,12.96,19.72,17.73,22.01,3.03,1.84,4.71
29123.0,1.67,0.82,2.89,19.42,14.54,25.09,19.5,17.46,21.6,4.36,2.75,6.58
29125.0,1.89,1.02,2.95,10.33,6.38,15.57,19.79,17.66,22.19,3.76,2.1,6.23
29127.0,1.92,1.18,2.8,11.99,8.95,15.49,15.05,13.69,16.36,2.87,1.87,4.29
29119.0,2.07,1.27,3.03,9.63,6.49,13.48,24.03,21.5,26.71,7.55,4.93,10.78
29129.0,1.96,1.1,2.99,5.43,2.8,9.14,24.73,21.5,28.24,3.17,1.77,5.19
29131.0,2.46,1.63,3.52,11.83,8.55,15.88,16.86,15.4,18.43,4.06,2.61,5.96
29133.0,2.73,1.82,3.81,8.13,4.77,12.52,17.65,15.24,19.95,9.85,6.76,13.85
29135.0,1.71,1.1,2.48,5.32,3.13,8.34,11.45,10.18,12.78,3.62,2.11,5.63
29137.0,1.28,0.72,1.99,7.51,4.75,11.16,18.84,16.65,21.3,2.8,1.59,4.64
29139.0,2.14,1.19,3.26,13.49,9.56,18.25,18.43,16.68,20.53,3.16,1.91,4.87
29141.0,3.47,2.34,4.74,11.89,8.12,16.51,18.39,16.42,20.29,5.09,3.12,7.52
29143.0,2.55,1.65,3.55,10.62,7.35,14.62,16.09,14.22,18.0,7.98,5.55,10.98
29145.0,1.58,1.03,2.22,8.63,6.36,11.07,18.54,17.01,20.04,4.87,3.49,6.56
29147.0,1.33,0.88,1.88,3.56,2.06,5.54,14.02,12.63,15.5,2.16,1.31,3.45
29149.0,1.79,1.04,2.69,10.95,7.36,15.56,18.87,17.1,20.89,5.35,3.35,8.07
29151.0,1.2,0.72,1.79,7.23,4.55,10.54,16.32,14.58,18.23,2.31,1.35,3.69
29153.0,2.39,1.35,3.68,14.81,10.12,20.73,24.35,21.79,27.02,6.34,3.77,9.62
29155.0,2.5,1.46,3.96,19.6,14.53,25.29,23.25,20.42,26.07,11.97,8.52,15.88
29157.0,1.26,0.7,1.98,9.61,6.67,12.79,15.33,13.92,16.86,3.35,2.07,4.83
29159.0,2.76,2.0,3.61,8.02,5.6,11.08,14.29,13.02,15.59,4.06,2.76,5.74
29161.0,2.19,1.42,3.12,13.07,9.95,16.27,15.63,14.22,16.96,4.19,2.85,5.77
29163.0,1.7,1.1,2.45,7.7,5.16,10.81,16.23,14.57,18.1,3.57,2.24,5.42
29165.0,2.66,1.96,3.44,7.96,6.02,9.91,13.09,12.02,14.2,3.88,2.83,5.23
29167.0,2.07,1.23,3.08,17.76,13.7,22.36,17.9,16.24,19.4,4.9,3.21,6.91
29169.0,2.66,1.82,3.68,11.15,8.4,14.35,14.97,13.46,16.47,5.92,4.15,8.23
29171.0,1.76,1.03,2.65,6.51,3.4,10.64,22.08,19.19,25.12,3.17,1.62,5.43
29173.0,1.76,0.98,2.78,7.43,4.51,11.32,16.39,14.45,18.4,2.93,1.59,5.04
29175.0,1.97,1.25,2.87,8.47,5.74,11.6,20.73,18.8,22.72,3.89,2.56,5.69
29177.0,1.8,1.13,2.66,8.48,5.69,11.91,18.86,17.1,20.66,2.86,1.73,4.33
29179.0,1.67,0.86,2.77,15.49,10.86,21.01,20.5,17.38,23.53,7.78,4.53,12.06
29181.0,1.72,0.96,2.74,11.49,7.55,16.64,20.65,18.46,22.7,6.07,3.75,9.27
29183.0,1.29,0.95,1.66,8.74,7.56,10.0,12.88,12.11,13.65,2.26,1.71,2.89
29185.0,2.06,1.24,3.02,8.42,4.91,12.82,20.72,18.55,23.06,4.19,2.44,6.6
29187.0,2.45,1.57,3.7,27.66,23.71,31.86,19.43,17.9,21.21,4.89,3.46,6.61
29510.0,8.2,6.76,9.72,24.78,21.63,28.03,14.71,13.01,16.44,28.76,26.38,31.15
29189.0,1.53,1.2,1.92,10.83,9.71,11.83,14.13,13.3,14.97,8.27,7.32,9.28
29186.0,1.42,0.74,2.28,13.44,9.78,17.52,17.32,15.6,19.13,3.53,2.09,5.42
29195.0,2.05,1.31,2.92,8.76,5.86,12.44,13.92,12.6,15.32,3.81,2.46,5.63
29197.0,1.62,0.94,2.46,5.42,2.82,9.39,19.62,17.1,22.39,3.07,1.58,5.41
29199.0,1.5,0.9,2.25,5.21,2.87,8.29,18.79,16.3,21.41,2.66,1.47,4.48
29201.0,1.66,1.02,2.42,10.39,7.67,13.85,16.91,15.38,18.43,6.15,4.39,8.49
29203.0,1.84,1.06,2.88,11.08,6.9,16.26,16.72,14.53,18.8,6.65,3.92,10.31
29205.0,1.47,0.75,2.37,7.83,4.58,12.02,13.48,11.72,15.35,2.09,1.07,3.68
29207.0,2.2,1.43,3.17,11.44,8.17,14.99,16.84,15.43,18.24,3.92,2.55,5.54
29209.0,1.75,1.08,2.57,9.76,7.02,12.68,17.81,16.29,19.5,4.52,2.88,6.6
29211.0,4.82,3.04,6.93,11.3,6.35,17.22,19.21,16.84,21.92,3.74,2.04,6.19
29213.0,2.53,1.76,3.48,11.6,8.75,14.89,17.15,15.7,18.64,4.79,3.33,6.58
29215.0,2.09,1.35,2.95,8.66,6.05,11.87,18.04,16.42,19.9,5.06,3.36,7.27
29217.0,3.7,2.44,5.05,12.34,8.6,16.79,20.86,18.91,22.87,4.56,2.88,6.54
29219.0,1.76,1.06,2.65,15.2,11.98,18.98,17.9,16.38,19.55,4.45,2.84,6.37
29221.0,1.99,1.13,3.14,21.26,16.81,26.76,17.33,15.73,19.13,5.39,3.49,7.83
29223.0,2.54,1.46,3.83,19.92,14.45,26.13,23.66,21.4,26.1,6.18,3.74,9.61
29225.0,2.11,1.32,3.09,11.73,8.66,15.01,18.57,17.05,20.13,3.53,2.23,5.17
29227.0,1.52,0.82,2.42,4.95,2.34,8.64,16.36,13.36,19.59,2.17,1.08,3.84
29229.0,1.05,0.6,1.69,6.76,4.16,10.26,19.69,17.81,21.81,5.09,3.21,7.71
30.0,5.29,4.91,5.65,7.78,6.99,8.55,24.22,23.38,25.12,3.96,3.56,4.39
30001.0,4.03,2.97,5.16,5.6,3.31,8.45,25.8,23.05,28.6,2.64,1.6,4.1
30003.0,14.3,11.5,17.3,8.58,4.55,13.4,28.08,25.15,31.27,9.84,6.55,13.84
30005.0,13.46,10.28,17.27,7.04,3.13,12.25,25.21,21.95,28.87,6.83,3.9,10.83
30007.0,3.86,2.48,5.58,7.64,4.23,12.18,21.61,18.83,24.72,2.45,1.34,4.2
30009.0,2.91,1.97,3.95,7.12,4.48,10.59,21.59,19.28,24.01,3.2,1.97,5.08
30011.0,2.33,1.46,3.47,4.0,1.75,7.14,18.7,15.4,22.37,1.85,0.96,3.44
30013.0,5.64,4.49,6.87,8.8,6.47,11.59,22.69,21.15,24.33,4.27,3.11,5.63
30015.0,5.42,3.96,7.15,6.72,3.67,10.46,21.41,18.74,24.25,3.68,2.16,5.71
30017.0,5.11,3.81,6.65,7.34,4.36,11.29,27.89,25.22,30.75,3.18,1.9,5.14
30019.0,3.64,2.14,5.47,6.07,2.18,12.14,18.27,15.1,21.62,3.63,1.55,7.12
30021.0,5.08,3.45,6.82,7.8,4.12,12.33,19.36,17.03,21.86,3.07,1.59,4.96
30023.0,6.78,4.84,9.03,15.96,10.95,22.02,31.5,28.46,34.76,4.14,2.53,6.42
30025.0,3.97,2.72,5.45,5.5,2.79,9.69,16.42,14.08,19.26,1.98,1.1,3.44
30027.0,4.25,3.17,5.52,5.35,3.09,8.59,23.24,20.92,25.73,2.94,1.75,4.58
30029.0,3.27,2.52,4.0,8.79,6.69,11.04,23.28,21.74,24.89,3.56,2.56,4.73
30031.0,3.45,2.73,4.27,4.8,3.37,6.47,16.45,15.21,17.75,1.55,1.07,2.14
30033.0,2.99,1.89,4.27,3.76,1.68,6.68,16.07,13.51,18.94,2.32,1.24,3.99
30035.0,20.67,16.59,25.16,15.64,9.5,23.12,27.28,24.31,30.73,9.33,5.99,13.51
30037.0,2.91,1.9,4.25,3.45,1.52,6.66,21.53,17.81,25.52,3.11,1.65,5.55
30039.0,3.47,2.14,5.09,7.09,3.7,11.89,28.56,24.41,33.33,2.82,1.48,4.85
30041.0,8.31,6.08,10.77,13.47,9.31,18.95,22.38,19.96,24.96,4.55,2.82,7.09
30043.0,4.3,3.12,5.68,8.06,4.98,11.71,22.52,20.17,25.17,2.68,1.68,4.31
30045.0,3.4,2.16,5.04,4.45,1.96,8.46,21.1,17.68,25.14,2.53,1.28,4.71
30047.0,7.06,5.31,8.95,14.58,10.81,19.09,29.27,26.76,32.08,6.06,3.91,8.77
30049.0,5.48,4.47,6.57,6.84,4.93,9.19,23.66,22.08,25.4,3.03,2.19,4.14
30051.0,4.56,2.75,6.79,7.59,3.6,13.17,11.78,9.82,13.95,2.67,1.3,4.86
30053.0,5.12,3.82,6.57,10.13,6.81,13.84,25.42,23.2,27.9,3.95,2.49,5.93
30057.0,3.45,2.42,4.62,4.95,2.71,7.82,23.81,21.33,26.71,2.31,1.35,3.78
30055.0,2.86,1.83,4.04,4.58,2.08,8.26,17.55,14.88,20.51,2.63,1.36,4.63
30059.0,5.09,3.55,7.04,6.41,3.23,11.13,28.99,24.68,34.15,2.74,1.61,4.45
30061.0,6.36,4.06,9.2,14.23,8.43,21.45,32.61,28.85,37.03,5.02,2.64,8.58
30063.0,4.48,3.67,5.39,8.68,6.53,10.87,24.38,22.83,26.14,3.01,2.22,4.03
30065.0,5.72,4.06,7.7,5.85,2.74,10.71,29.58,25.99,33.14,4.2,2.45,6.91
30067.0,4.42,3.14,5.93,8.86,5.84,12.84,28.97,26.34,31.7,2.55,1.65,3.76
30069.0,4.1,2.52,6.18,4.68,1.83,9.32,19.09,15.21,23.94,2.59,1.25,4.95
30071.0,5.19,3.64,7.06,4.49,2.04,8.08,21.6,18.79,24.53,3.26,1.75,5.53
30073.0,4.43,3.12,6.0,6.53,3.55,10.47,17.6,15.51,19.81,4.2,2.39,6.69
30075.0,2.96,1.91,4.25,5.8,3.08,9.95,21.83,18.42,25.63,2.36,1.3,4.12
30077.0,6.52,4.26,8.75,13.87,8.46,20.4,31.31,27.73,34.94,5.06,2.94,8.21
30079.0,3.77,2.44,5.49,5.79,2.51,10.52,16.82,14.1,20.08,2.36,1.22,4.15
30081.0,3.52,2.64,4.54,7.84,5.62,10.42,26.71,24.5,28.81,3.33,2.3,4.7
30083.0,4.99,3.66,6.7,6.99,3.98,10.77,19.43,17.34,21.64,2.68,1.47,4.36
30085.0,27.61,22.89,32.85,13.29,7.14,21.65,39.95,34.3,45.74,21.59,15.25,28.77
30087.0,11.64,9.22,14.1,6.47,3.25,10.8,29.17,25.9,32.59,9.05,5.83,13.27
30089.0,8.64,6.68,10.85,11.71,7.44,16.29,29.79,26.97,32.79,4.67,3.06,6.93
30091.0,4.61,2.95,6.72,6.46,2.75,11.86,26.15,22.48,30.0,4.08,1.96,7.81
30093.0,7.71,6.02,9.45,15.1,11.08,19.76,30.51,27.91,33.25,3.69,2.43,5.26
30095.0,1.8,1.2,2.51,2.86,1.42,4.95,21.4,18.96,23.92,3.23,1.86,5.02
30097.0,2.51,1.66,3.54,3.83,1.78,6.89,23.35,20.08,27.01,2.72,1.52,4.65
30099.0,1.94,1.26,2.81,5.84,3.2,9.22,18.94,16.76,21.56,2.48,1.35,4.02
30101.0,3.96,2.6,5.67,6.31,3.0,10.61,16.41,13.76,19.11,3.59,1.75,6.31
30103.0,2.56,1.34,4.17,4.28,1.53,8.93,20.52,16.4,25.54,4.0,1.67,7.99
30105.0,3.55,2.47,4.89,4.7,2.15,8.29,20.88,18.54,23.68,4.14,2.27,7.0
30107.0,5.25,3.54,7.6,5.05,2.43,9.62,21.98,18.24,26.13,2.97,1.57,5.4
30109.0,5.33,3.43,7.82,6.43,2.76,11.57,18.75,15.38,22.75,2.52,1.2,4.64
30111.0,4.42,3.71,5.18,4.07,2.81,5.53,26.4,24.77,28.12,4.97,3.79,6.42
31.0,2.66,2.41,2.93,4.97,4.42,5.59,13.28,12.7,13.83,3.83,3.43,4.28
31001.0,1.63,1.11,2.26,3.42,2.06,5.19,12.94,11.9,14.12,2.21,1.38,3.37
31003.0,1.78,1.11,2.57,3.09,1.43,5.44,9.62,8.27,11.03,1.78,0.93,3.02
31005.0,1.82,1.01,2.94,3.35,1.37,6.69,16.46,12.78,20.68,2.22,1.07,4.11
31007.0,2.2,1.35,3.22,4.11,1.94,7.42,16.22,13.29,19.7,2.34,1.17,4.21
31009.0,1.21,0.69,1.95,2.75,1.16,5.52,13.92,10.8,17.58,2.01,0.95,3.89
31011.0,1.41,0.86,2.13,2.7,1.31,4.67,8.1,6.94,9.43,1.39,0.74,2.4
31013.0,2.08,1.34,2.94,6.79,4.07,10.23,17.56,15.68,19.51,3.25,1.87,5.13
31015.0,1.65,0.98,2.49,3.28,1.39,6.02,12.53,10.59,14.6,2.18,1.12,3.65
31017.0,1.21,0.66,1.92,3.31,1.46,6.13,10.59,8.91,12.3,2.11,1.08,3.82
31019.0,1.47,1.04,1.98,3.9,2.54,5.61,11.93,10.92,13.03,1.67,1.08,2.39
31021.0,2.61,1.72,3.69,4.49,2.34,7.65,12.29,10.87,13.86,2.33,1.34,3.96
31023.0,1.73,1.18,2.38,2.6,1.34,4.44,12.98,11.48,14.76,1.89,1.08,3.15
31025.0,1.41,0.9,2.03,5.21,3.32,7.43,15.54,14.0,17.03,2.41,1.39,3.75
31027.0,2.03,1.34,2.89,2.36,1.16,4.14,12.39,10.89,13.98,1.92,1.07,3.18
31029.0,1.76,1.04,2.72,4.74,2.13,8.28,17.6,15.16,20.31,2.57,1.24,4.64
31031.0,1.81,1.24,2.53,3.5,1.9,5.91,14.06,12.35,16.0,2.53,1.52,4.06
31033.0,2.7,1.89,3.71,5.79,3.33,8.76,19.52,17.55,21.56,3.65,2.16,5.59
31035.0,2.04,1.34,2.92,3.19,1.55,5.76,12.0,10.41,13.7,1.94,1.04,3.32
31037.0,1.91,1.26,2.76,2.3,1.01,4.23,11.4,9.97,12.89,2.92,1.69,4.75
31039.0,1.31,0.86,1.86,2.56,1.29,4.28,8.79,7.69,9.94,1.78,1.01,2.91
31041.0,1.45,0.96,2.07,3.5,1.8,5.95,12.53,11.04,14.13,2.1,1.14,3.51
31043.0,3.41,2.42,4.62,5.03,2.82,7.86,12.97,11.59,14.47,3.84,2.4,5.67
31045.0,3.91,2.78,5.3,6.77,3.94,10.56,17.04,15.21,19.19,2.62,1.54,4.32
31047.0,2.56,1.85,3.41,3.91,2.21,6.1,14.57,13.1,16.04,3.92,2.5,5.77
31049.0,1.99,1.12,3.12,5.71,2.75,9.73,17.29,14.75,20.03,3.47,1.74,6.22
31051.0,3.86,2.62,5.27,2.99,1.39,5.62,11.07,9.61,12.82,1.88,1.05,3.09
31053.0,2.78,2.1,3.56,4.03,2.38,5.87,14.37,13.12,15.81,2.46,1.59,3.54
31055.0,3.64,3.06,4.27,6.77,5.47,8.21,13.13,12.18,14.01,7.13,6.0,8.33
31057.0,2.1,1.28,3.17,4.69,2.14,8.09,19.37,16.17,22.84,2.24,1.16,3.96
31059.0,1.89,1.24,2.74,3.75,1.86,6.29,13.3,11.6,15.2,2.05,1.11,3.51
31061.0,3.55,2.36,5.03,4.22,1.86,8.0,16.04,13.54,18.78,1.78,0.92,3.19
31063.0,1.53,0.94,2.24,3.31,1.75,5.62,12.08,10.24,14.02,1.66,0.93,2.72
31065.0,2.12,1.32,3.05,4.42,2.27,7.43,17.17,14.91,19.59,1.89,0.99,3.16
31067.0,2.63,1.88,3.45,5.04,3.01,7.58,18.68,16.93,20.58,2.34,1.46,3.59
31069.0,1.86,1.14,2.73,4.63,2.24,7.99,17.3,14.81,20.08,2.49,1.34,4.33
31071.0,1.49,0.84,2.38,3.37,1.44,6.33,13.58,11.36,15.99,2.18,1.09,3.81
31073.0,1.7,0.96,2.77,3.3,1.16,6.65,10.43,8.35,12.77,1.63,0.72,3.1
31075.0,1.51,0.86,2.39,3.46,1.39,6.67,19.38,15.63,24.1,2.33,1.08,4.35
31077.0,1.98,1.16,3.01,2.85,1.16,5.63,12.09,10.04,14.21,1.55,0.74,2.7
31079.0,3.1,2.35,3.94,4.18,2.61,6.13,13.3,12.19,14.48,2.92,1.96,4.17
31081.0,1.7,1.12,2.4,2.75,1.29,4.96,9.8,8.51,11.17,1.51,0.84,2.53
31083.0,2.97,1.9,4.35,4.58,2.05,8.34,12.92,10.83,15.12,1.57,0.79,2.83
31085.0,1.59,0.96,2.49,3.41,1.52,5.98,12.65,10.3,15.55,1.81,0.94,3.29
31087.0,2.53,1.55,3.95,5.45,2.6,9.4,19.06,16.13,22.18,2.33,1.17,4.26
31089.0,1.14,0.73,1.68,2.28,1.14,3.87,12.52,11.14,13.98,2.11,1.24,3.51
31091.0,1.58,0.86,2.55,3.82,1.52,7.23,13.81,10.89,17.29,2.13,1.0,4.17
31093.0,1.39,0.86,2.13,2.89,1.39,5.06,14.12,12.32,16.04,1.83,0.96,3.07
31095.0,3.07,2.1,4.23,5.0,2.49,8.39,15.0,13.18,17.04,2.04,1.11,3.47
31097.0,3.81,2.26,5.62,6.06,2.86,10.63,18.79,16.15,21.54,2.63,1.3,4.78
31099.0,2.45,1.63,3.51,4.43,2.27,7.75,13.78,11.98,15.86,1.83,0.99,3.09
31101.0,2.69,1.76,3.91,4.61,2.44,7.77,19.01,16.87,21.09,3.35,1.87,5.55
31103.0,1.45,0.92,2.11,2.65,1.26,4.79,13.46,11.2,16.16,1.93,1.09,3.2
31105.0,4.39,2.94,6.26,7.41,3.96,12.04,19.23,16.82,21.86,3.81,2.04,6.43
31107.0,3.03,2.12,4.08,3.98,2.04,6.81,12.61,11.09,14.2,2.79,1.65,4.42
31109.0,3.08,2.52,3.71,5.02,3.83,6.29,14.37,13.53,15.19,2.54,1.87,3.29
31111.0,2.09,1.44,2.85,5.47,3.62,7.87,18.82,17.21,20.53,3.64,2.49,5.21
31113.0,1.43,0.82,2.26,3.06,1.31,5.85,14.92,11.76,18.43,2.28,1.15,4.27
31115.0,1.02,0.59,1.6,2.2,0.97,4.08,11.03,8.88,13.63,1.82,0.9,3.21
31119.0,2.0,1.34,2.73,3.77,2.27,5.78,11.55,10.44,12.74,2.68,1.75,3.95
31117.0,1.11,0.65,1.73,2.23,0.94,4.52,11.71,9.27,14.59,1.66,0.83,3.04
31121.0,2.5,1.63,3.51,4.09,1.96,7.22,14.85,13.2,16.72,2.13,1.2,3.59
31123.0,1.89,1.2,2.79,5.08,2.62,8.53,15.67,13.65,17.83,2.86,1.51,4.83
31125.0,3.26,1.95,5.05,5.1,2.37,9.71,12.31,10.35,14.43,1.73,0.87,3.09
31127.0,3.33,2.26,4.75,5.78,3.03,9.63,15.73,13.65,18.0,2.11,1.13,3.63
31129.0,1.78,1.15,2.56,3.71,1.78,6.19,12.8,11.05,14.82,1.67,0.87,2.9
31131.0,2.05,1.42,2.83,3.87,2.13,6.1,13.05,11.68,14.5,2.06,1.21,3.26
31133.0,2.51,1.46,3.85,5.2,2.44,9.05,18.9,16.02,22.13,2.37,1.3,4.07
31135.0,1.61,1.02,2.37,4.03,1.92,7.08,16.08,13.82,18.69,2.64,1.41,4.68
31137.0,2.16,1.44,3.04,3.77,1.87,6.51,11.65,10.19,13.17,1.64,0.94,2.76
