State,Area_Name,HH_income_2010,HH_income_2011,HH_income_2012,HH_income_2013,HH_income_2014,HH_income_2015,HH_income_2016,HH_income_2017
NJ,Warren County,"69,658","66,857","70,560","68,011","71,294","71,672","74,834","79,633"
NM,New Mexico,"42,186","42,097","42,828","44,026","44,905","45,524","46,844","47,086"
NM,Bernalillo County,"47,405","44,224","46,200","48,053","47,192","47,870","50,599","51,091"
NM,Catron County,"28,427","37,277","30,257","32,644","33,256","36,570","34,868","34,458"
NM,Chaves County,"34,681","35,894","38,008","41,388","38,403","39,265","40,573","43,341"
NM,Cibola County,"33,782","33,345","34,783","36,307","35,081","35,580","36,651","37,753"
NM,Colfax County,"36,468","33,988","36,620","37,152","37,156","37,269","38,426","39,372"
NM,Curry County,"36,085","38,423","39,472","39,186","42,620","41,879","43,450","43,590"
NM,DeBaca County,"31,442","30,017","30,895","33,045","33,789","33,427","32,820","33,095"
NM,Dona Ana County,"35,584","36,136","37,230","36,831","38,974","39,421","38,287","38,562"
NM,Eddy County,"43,240","46,212","48,001","49,865","57,007","60,407","57,287","52,932"
NM,Grant County,"36,756","34,686","35,842","39,220","38,221","39,792","39,750","40,684"
NM,Guadalupe County,"28,402","29,187","29,659","29,924","29,147","31,710","31,547","31,915"
NM,Harding County,"30,941","32,983","35,249","37,520","40,380","39,561","37,027","35,441"
NM,Hidalgo County,"30,280","30,978","33,230","32,993","34,304","34,336","33,605","33,557"
NM,Lea County,"43,171","46,176","48,028","53,556","58,994","54,686","52,213","52,358"
NM,Lincoln County,"38,623","40,096","38,896","40,756","39,995","40,297","41,214","47,141"
NM,Los Alamos County,"105,987","110,204","112,115","110,930","108,477","107,126","114,670","118,380"
NM,Luna County,"27,257","27,566","27,852","28,040","27,268","27,151","28,227","30,621"
NM,McKinley County,"29,473","29,320","29,821","27,790","29,497","29,040","31,505","31,746"
NM,Mora County,"29,321","28,911","26,455","29,263","27,627","31,816","34,602","33,671"
NM,Otero County,"36,628","35,894","38,764","41,960","41,736","38,381","41,995","43,338"
NM,Quay County,"27,856","29,895","30,557","30,496","29,069","29,047","28,996","29,600"
NM,Rio Arriba County,"36,570","37,101","36,900","36,716","34,902","37,319","37,174","36,977"
NM,Roosevelt County,"33,068","34,055","34,781","35,322","36,108","38,053","37,122","37,767"
NM,Sandoval County,"52,778","53,948","57,376","56,190","56,142","62,833","58,621","56,937"
NM,San Juan County,"44,155","46,370","45,901","44,417","47,520","49,173","50,847","46,977"
NM,San Miguel County,"31,762","31,983","31,285","31,222","32,964","32,303","31,734","33,205"
NM,Santa Fe County,"48,507","50,234","50,716","51,697","52,628","55,247","57,469","58,639"
NM,Sierra County,"26,240","28,544","28,029","29,680","29,036","29,432","30,467","30,356"
NM,Socorro County,"31,254","31,371","32,809","32,090","32,285","33,673","33,239","34,880"
NM,Taos County,"32,940","32,521","29,637","33,021","36,125","37,092","34,075","34,980"
NM,Torrance County,"36,588","33,193","32,952","35,046","37,311","35,950","36,347","36,886"
NM,Union County,"33,195","33,206","33,570","37,902","36,684","36,715","37,787","38,627"
NM,Valencia County,"40,552","41,983","40,159","41,412","40,591","42,395","43,819","46,155"
NY,New York,"54,047","55,147","56,357","57,255","58,771","60,805","62,700","64,783"
NY,Albany County,"53,783","56,602","57,951","55,778","60,371","57,312","61,634","65,659"
NY,Allegany County,"41,384","39,900","41,623","41,849","42,655","44,331","45,226","46,491"
NY,Bronx County,"32,674","32,137","32,510","33,079","33,687","35,102","37,355","37,377"
NY,Broome County,"43,920","43,756","44,709","45,142","46,283","46,067","49,927","47,910"
NY,Cattaraugus County,"41,266","39,368","42,822","40,936","43,892","40,933","46,224","47,875"
NY,Cayuga County,"48,453","47,875","49,412","48,976","52,792","51,925","53,437","55,460"
NY,Chautauqua County,"39,981","40,782","41,194","40,468","41,757","43,973","42,664","45,840"
NY,Chemung County,"46,130","47,994","45,193","45,337","48,880","51,285","50,722","50,562"
NY,Chenango County,"41,418","40,693","42,747","44,328","46,387","49,082","45,193","48,161"
NY,Clinton County,"44,193","49,025","49,198","45,900","51,576","46,747","53,392","56,436"
NY,Columbia County,"50,620","53,500","52,891","57,094","55,047","58,335","57,579","60,629"
NY,Cortland County,"41,903","44,397","45,781","46,163","48,357","49,894","51,810","52,038"
NY,Delaware County,"40,252","38,208","41,195","43,380","45,860","42,907","45,381","45,385"
NY,Dutchess County,"68,831","67,153","66,677","69,300","70,925","71,348","73,680","76,955"
NY,Erie County,"46,773","47,505","50,370","51,123","50,134","52,176","54,175","55,581"
NY,Essex County,"42,053","45,668","45,676","46,337","50,182","52,282","50,506","52,741"
NY,Franklin County,"41,062","40,092","44,697","42,672","45,704","45,682","49,062","50,187"
NY,Fulton County,"39,939","46,976","43,918","42,264","45,409","46,543","45,982","46,984"
NY,Genesee County,"47,387","45,955","50,476","42,641","52,410","53,771","54,211","55,522"
NY,Greene County,"45,070","45,127","45,773","50,190","52,597","48,144","49,860","54,635"
NY,Hamilton County,"45,474","43,104","44,957","45,737","49,137","47,997","52,134","51,520"
NY,Herkimer County,"42,876","40,504","45,137","42,460","44,148","49,504","49,633","46,733"
NY,Jefferson County,"43,448","45,292","46,008","46,510","49,781","50,179","46,206","47,436"
NY,Kings County,"42,047","42,437","44,850","47,067","47,547","51,026","54,793","56,548"
NY,Lewis County,"41,093","44,097","46,952","45,926","47,542","50,846","48,314","51,857"
NY,Livingston County,"50,094","50,186","52,549","51,901","49,920","53,945","54,256","56,407"
NY,Madison County,"50,270","49,326","48,220","51,057","51,600","58,094","57,703","56,477"
NY,Monroe County,"49,564","50,247","50,811","51,722","51,371","54,204","54,684","57,660"
NY,Montgomery County,"40,035","40,160","41,034","43,880","40,923","44,414","42,193","46,601"
NY,Nassau County,"90,294","91,162","92,543","95,395","98,312","101,568","105,486","107,465"
NY,New York County,"63,188","65,833","66,739","71,443","75,459","75,136","77,214","84,133"
NY,Niagara County,"44,006","45,291","47,548","46,752","49,274","48,517","50,328","54,317"
NY,Oneida County,"46,409","45,957","45,973","44,031","48,350","47,390","52,404","53,234"
NY,Onondaga County,"50,298","53,394","52,362","52,055","52,892","57,114","56,853","57,641"
NY,Ontario County,"53,137","52,367","52,774","57,846","58,473","58,085","58,320","65,271"
NY,Orange County,"65,512","65,648","65,761","68,249","69,228","71,162","71,963","77,606"
NY,Orleans County,"44,783","43,870","45,329","43,876","46,577","48,126","50,750","48,799"
NY,Oswego County,"44,371","43,687","46,487","46,281","46,926","49,391","52,621","52,732"
NY,Otsego County,"42,837","43,563","47,318","47,689","43,104","47,942","50,034","51,561"
NY,Putnam County,"82,585","87,248","92,950","92,014","94,334","90,497","96,267","98,765"
NY,Queens County,"52,486","53,124","54,373","56,307","56,866","60,241","61,844","64,046"
NY,Rensselaer County,"51,720","57,059","59,237","56,643","59,925","60,117","63,174","63,457"
NY,Richmond County,"69,163","69,436","70,295","68,621","70,299","71,058","75,524","78,466"
NY,Rockland County,"79,798","80,765","81,517","80,132","83,162","84,249","84,358","87,873"
NY,St. Lawrence County,"40,008","42,609","41,640","43,556","43,518","42,811","50,897","49,607"
NY,Saratoga County,"65,508","64,298","66,677","69,917","71,885","75,029","75,904","82,732"
NY,Schenectady County,"52,062","52,283","54,654","53,978","56,508","59,432","57,923","61,841"
NY,Schoharie County,"47,350","49,610","47,581","49,307","48,718","50,588","50,244","51,007"
NY,Schuyler County,"46,870","45,986","46,983","44,080","48,135","49,664","48,109","48,782"
NY,Seneca County,"45,961","45,951","47,297","45,265","49,809","49,813","48,998","54,563"
NY,Steuben County,"45,231","43,834","46,110","46,540","46,849","47,352","50,190","50,807"
NY,Suffolk County,"81,235","83,360","85,717","84,940","85,886","87,634","92,310","94,108"
NY,Sullivan County,"43,882","46,161","46,102","46,928","48,908","49,161","49,016","52,504"
NY,Tioga County,"50,043","51,675","56,891","51,026","52,195","57,541","55,643","57,190"
NY,Tompkins County,"50,156","49,639","49,159","49,457","51,880","55,839","55,778","56,539"
NY,Ulster County,"51,194","54,060","56,832","56,933","56,718","58,328","61,421","62,531"
NY,Warren County,"50,269","50,807","52,692","52,552","54,585","54,492","55,769","58,859"
NY,Washington County,"46,629","48,555","49,964","48,522","47,547","51,188","51,052","53,609"
NY,Wayne County,"50,213","51,901","48,991","50,603","49,191","51,273","58,521","52,709"
NY,Westchester County,"76,993","76,728","77,166","83,094","83,152","85,688","89,380","90,483"
NY,Wyoming County,"46,846","50,192","48,470","51,676","53,783","52,796","56,089","53,986"
NY,Yates County,"43,820","44,776","43,789","45,509","48,368","46,392","48,820","49,198"
NC,North Carolina,"43,417","44,028","45,195","45,946","46,596","47,884","50,595","52,797"
NC,Alamance County,"41,519","41,371","41,394","43,001","41,296","41,566","46,060","47,914"
NC,Alexander County,"40,441","39,812","39,655","46,064","43,043","41,092","46,385","48,577"
NC,Alleghany County,"32,210","32,673","34,046","37,086","35,266","36,113","35,965","38,994"
NC,Anson County,"32,268","32,341","32,339","33,443","32,508","35,307","35,809","41,266"
NC,Ashe County,"31,965","34,333","34,080","35,155","36,488","35,238","39,709","40,611"
NC,Avery County,"35,568","36,071","34,727","34,933","37,131","37,120","38,098","40,682"
NC,Beaufort County,"38,194","38,248","38,256","39,043","40,357","41,725","41,431","43,497"
NC,Bertie County,"30,586","29,615","30,414","31,610","31,217","31,967","33,809","33,022"
NC,Bladen County,"31,637","33,138","32,766","33,971","33,521","33,882","33,621","38,059"
NC,Brunswick County,"44,186","42,685","48,624","47,799","47,387","48,831","51,457","56,227"
NC,Buncombe County,"42,846","41,551","43,146","45,738","47,296","45,094","50,538","50,271"
NC,Burke County,"38,541","37,719","38,581","36,150","39,275","42,711","41,383","42,179"
NC,Cabarrus County,"49,355","50,298","55,531","55,046","55,250","57,881","63,059","62,167"
NC,Caldwell County,"36,860","34,876","35,127","34,811","38,653","39,636","39,166","44,798"
NC,Camden County,"59,522","57,113","53,563","60,537","61,730","62,000","65,415","64,086"
NC,Carteret County,"43,356","45,507","48,930","46,227","48,824","50,837","51,557","53,192"
NC,Caswell County,"37,115","38,495","39,615","37,122","42,730","40,504","40,570","44,998"
NC,Catawba County,"41,782","44,339","42,080","43,777","45,080","41,745","49,475","53,348"
NC,Chatham County,"53,958","53,564","55,371","56,981","56,797","58,860","63,303","63,373"
NC,Cherokee County,"32,963","32,913","31,370","34,476","34,620","38,284","37,237","38,283"
NC,Chowan County,"36,176","36,231","37,458","39,143","38,887","40,794","41,151","43,182"
NC,Clay County,"35,314","35,143","36,871","37,078","37,072","38,980","37,581","43,684"
NC,Cleveland County,"38,392","37,390","38,265","40,528","39,444","40,237","38,654","39,911"
NC,Columbus County,"32,518","31,282","33,765","35,026","34,321","34,478","35,290","37,639"
NC,Craven County,"41,791","47,291","47,087","45,022","43,972","47,805","49,524","51,390"
NC,Cumberland County,"43,356","43,863","45,110","44,038","42,582","42,380","45,286","44,065"
NC,Currituck County,"53,939","55,665","54,822","57,577","58,024","66,426","57,570","62,397"
NC,Dare County,"50,203","50,393","51,900","52,083","54,642","53,585","56,371","57,316"
NC,Davidson County,"40,618","41,631","43,824","40,424","43,346","46,400","46,263","47,595"
NC,Davie County,"46,957","50,110","49,984","49,708","47,592","52,525","54,189","58,147"
NC,Duplin County,"34,672","35,587","36,075","38,106","34,109","38,397","38,771","39,470"
NC,Durham County,"48,023","47,007","50,889","52,331","50,745","53,875","54,255","60,045"
NC,Edgecombe County,"33,146","32,901","32,002","33,080","31,615","32,529","34,612","35,130"
NC,Forsyth County,"44,443","43,804","43,049","46,163","45,944","47,346","48,987","50,803"
NC,Franklin County,"45,592","42,269","42,346","39,312","48,166","48,009","49,484","53,076"
NC,Gaston County,"40,332","40,969","41,614","42,461","42,056","45,031","48,874","50,016"
NC,Gates County,"43,010","41,437","44,273","48,194","48,413","46,387","45,755","50,164"
NC,Graham County,"31,863","33,041","32,883","33,553","33,824","33,827","35,763","37,748"
NC,Granville County,"45,828","48,596","46,303","48,680","49,342","50,314","50,414","53,142"
NC,Greene County,"38,428","35,013","35,050","39,481","37,263","35,060","39,738","40,131"
NC,Guilford County,"42,415","44,229","43,299","46,093","44,828","48,283","47,754","52,284"
NC,Halifax County,"30,861","31,084","31,253","32,597","31,674","31,952","33,044","34,027"
NC,Harnett County,"40,956","40,617","44,998","45,257","45,380","48,301","51,106","51,406"
NC,Haywood County,"39,987","40,114","40,022","39,320","42,812","43,573","45,290","47,872"
NC,Henderson County,"43,589","46,165","45,168","44,561","47,286","47,280","53,638","51,314"
NC,Hertford County,"32,410","31,581","31,861","33,616","30,056","34,453","35,424","38,786"
NC,Hoke County,"43,679","42,908","44,717","43,987","44,175","42,819","46,004","50,777"
NC,Hyde County,"35,206","35,810","35,301","36,681","36,891","37,074","37,881","41,214"
NC,Iredell County,"46,576","49,902","49,666","49,983","54,026","55,848","56,325","56,559"
NC,Jackson County,"36,741","37,388","37,049","40,511","38,130","41,537","44,004","46,113"
NC,Johnston County,"46,922","48,380","48,773","50,904","50,055","52,681","55,174","58,647"
NC,Jones County,"38,578","38,230","35,159","39,602","38,928","39,688","38,873","41,523"
NC,Lee County,"41,999","41,506","43,424","48,061","46,073","44,294","46,723","53,297"
NC,Lenoir County,"36,455","32,602","35,634","34,127","35,991","37,085","39,341","39,411"
NC,Lincoln County,"45,332","50,746","47,799","50,537","49,676","49,343","50,714","57,042"
NC,McDowell County,"34,383","35,627","36,584","36,840","37,881","37,430","41,443","42,853"
NC,Macon County,"36,229","36,953","36,438","37,219","37,884","41,395","41,140","42,456"
NC,Madison County,"36,158","36,724","37,644","37,479","38,445","37,899","40,765","41,891"
NC,Martin County,"34,814","33,305","33,159","34,761","35,930","36,543","35,561","37,225"
NC,Mecklenburg County,"52,363","52,111","55,392","54,657","59,049","57,029","63,197","65,750"
NC,Mitchell County,"35,032","35,322","36,210","38,303","36,795","39,955","42,530","40,589"
NC,Montgomery County,"34,608","30,684","35,272","35,613","38,530","39,096","40,371","43,695"
NC,Moore County,"47,705","47,301","49,670","50,169","51,650","52,139","54,545","62,781"
NC,Nash County,"42,315","43,151","40,937","41,575","43,348","43,450","47,403","47,597"
NC,New Hanover County,"46,129","45,890","50,890","48,651","49,905","52,456","51,373","53,692"
NC,Northampton County,"32,168","31,668","31,217","31,732","32,063","33,301","35,711","36,190"
NC,Onslow County,"41,969","45,434","44,263","45,213","47,201","46,144","47,163","49,634"
NC,Orange County,"51,434","56,792","53,026","59,472","60,304","61,570","65,299","69,422"
NC,Pamlico County,"41,442","41,325","41,004","43,517","43,097","41,004","43,927","48,410"
NC,Pasquotank County,"39,381","40,261","43,935","40,094","44,596","42,171","43,687","46,709"
NC,Pender County,"43,573","44,171","43,318","44,949","45,453","49,390","50,437","52,187"
NC,Perquimans County,"40,772","39,112","42,494","42,504","41,328","42,337","45,052","45,011"
NC,Person County,"42,621","42,303","42,546","42,091","45,841","43,917","47,974","50,269"
NC,Pitt County,"39,519","39,713","39,343","40,940","41,765","41,909","45,918","46,229"
NC,Polk County,"44,756","41,851","41,719","43,665","45,464","45,672","47,185","45,587"
NC,Randolph County,"39,648","40,749","41,815","40,896","41,770","43,216","45,939","44,207"
NC,Richmond County,"31,568","32,932","30,726","32,825","34,665","33,017","35,367","36,401"
NC,Robeson County,"30,627","30,931","29,965","30,248","30,414","32,128","34,439","33,714"
NC,Rockingham County,"38,063","36,746","37,577","40,446","39,606","40,148","41,620","46,247"
