State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
05,003,AR,Ashley County,"4,263","3,386","5,140",19.8,15.7,23.9,"1,588","1,213","1,963",30.6,23.4,37.8,"1,096",817,"1,375",29.1,21.7,36.5,"37,170","33,906","40,434",,,,,,
05,005,AR,Baxter County,"6,898","5,656","8,140",16.8,13.8,19.8,"2,049","1,587","2,511",28.1,21.8,34.4,"1,411","1,069","1,753",26.2,19.8,32.6,"33,312","30,471","36,153",,,,,,
05,007,AR,Benton County,"27,279","22,997","31,561",12.1,10.2,14.0,"11,317","9,264","13,370",18.3,15.0,21.6,"7,117","5,586","8,648",16.1,12.6,19.6,"52,644","50,343","54,945",,,,,,
05,009,AR,Boone County,"6,172","4,842","7,502",16.9,13.3,20.5,"2,239","1,725","2,753",27.1,20.9,33.3,"1,511","1,143","1,879",24.7,18.7,30.7,"38,411","35,590","41,232",,,,,,
05,011,AR,Bradley County,"2,757","2,149","3,365",24.4,19.0,29.8,970,746,"1,194",36.1,27.8,44.4,652,490,814,34.7,26.1,43.3,"31,118","28,301","33,935",,,,,,
05,013,AR,Calhoun County,819,633,"1,005",16.5,12.7,20.3,223,169,277,22.4,17.0,27.8,150,111,189,20.1,14.8,25.4,"35,464","31,946","38,982",,,,,,
05,015,AR,Carroll County,"5,075","4,073","6,077",18.7,15.0,22.4,"1,799","1,386","2,212",29.8,23.0,36.6,"1,211",907,"1,515",27.2,20.4,34.0,"33,579","31,121","36,037",,,,,,
05,017,AR,Chicot County,"3,679","2,971","4,387",33.4,27.0,39.8,"1,279","1,021","1,537",48.2,38.5,57.9,883,696,"1,070",48.0,37.8,58.2,"27,966","25,397","30,535",,,,,,
05,019,AR,Clark County,"4,678","3,741","5,615",23.1,18.5,27.7,"1,304","1,022","1,586",30.3,23.8,36.8,859,654,"1,064",27.8,21.2,34.4,"34,478","31,303","37,653",,,,,,
05,021,AR,Clay County,"3,163","2,503","3,823",20.1,15.9,24.3,985,749,"1,221",28.9,22.0,35.8,677,504,850,26.4,19.7,33.1,"32,564","29,323","35,805",,,,,,
05,023,AR,Cleburne County,"4,130","3,199","5,061",16.2,12.6,19.8,"1,329","1,017","1,641",26.2,20.1,32.3,910,685,"1,135",24.3,18.3,30.3,"42,265","39,084","45,446",,,,,,
05,025,AR,Cleveland County,"1,441","1,142","1,740",16.7,13.2,20.2,521,402,640,24.6,19.0,30.2,350,265,435,22.4,17.0,27.8,"41,864","37,844","45,884",,,,,,
05,027,AR,Columbia County,"6,095","5,168","7,022",26.4,22.4,30.4,"2,013","1,677","2,349",37.3,31.1,43.5,"1,404","1,164","1,644",36.1,29.9,42.3,"33,533","30,901","36,165",,,,,,
05,029,AR,Conway County,"4,833","4,101","5,565",23.0,19.5,26.5,"1,516","1,219","1,813",30.8,24.8,36.8,"1,049",837,"1,261",29.5,23.5,35.5,"37,830","34,230","41,430",,,,,,
05,031,AR,Craighead County,"19,506","16,825","22,187",20.6,17.8,23.4,"6,819","5,617","8,021",28.3,23.3,33.3,"4,251","3,297","5,205",25.1,19.5,30.7,"39,410","35,820","43,000",,,,,,
05,033,AR,Crawford County,"11,000","8,993","13,007",18.0,14.7,21.3,"4,297","3,417","5,177",27.3,21.7,32.9,"2,910","2,280","3,540",24.8,19.4,30.2,"37,552","35,155","39,949",,,,,,
05,035,AR,Crittenden County,"13,270","11,475","15,065",26.6,23.0,30.2,"5,710","4,824","6,596",39.9,33.7,46.1,"3,970","3,298","4,642",38.7,32.1,45.3,"34,905","32,206","37,604",,,,,,
05,037,AR,Cross County,"3,361","2,633","4,089",19.2,15.0,23.4,"1,217",916,"1,518",28.3,21.3,35.3,827,606,"1,048",26.0,19.0,33.0,"35,268","31,813","38,723",,,,,,
05,039,AR,Dallas County,"1,644","1,275","2,013",21.5,16.7,26.3,586,440,732,34.3,25.8,42.8,398,292,504,32.4,23.8,41.0,"30,728","27,781","33,675",,,,,,
05,041,AR,Desha County,"3,495","2,833","4,157",27.6,22.4,32.8,"1,306","1,034","1,578",39.9,31.6,48.2,853,657,"1,049",36.6,28.2,45.0,"30,186","27,249","33,123",,,,,,
05,043,AR,Drew County,"3,995","3,259","4,731",22.6,18.4,26.8,"1,308","1,048","1,568",31.3,25.1,37.5,837,627,"1,047",27.9,20.9,34.9,"35,627","32,197","39,057",,,,,,
05,045,AR,Faulkner County,"16,424","14,051","18,797",14.7,12.6,16.8,"4,887","3,880","5,894",17.7,14.1,21.3,"3,187","2,443","3,931",16.2,12.4,20.0,"49,314","45,598","53,030",,,,,,
05,047,AR,Franklin County,"3,704","3,028","4,380",20.9,17.1,24.7,"1,212",937,"1,487",28.4,22.0,34.8,823,626,"1,020",26.6,20.2,33.0,"38,245","34,394","42,096",,,,,,
05,049,AR,Fulton County,"2,588","2,032","3,144",21.4,16.8,26.0,842,636,"1,048",33.5,25.3,41.7,554,405,703,30.0,21.9,38.1,"33,696","30,695","36,697",,,,,,
05,051,AR,Garland County,"19,897","17,440","22,354",20.9,18.3,23.5,"6,405","5,289","7,521",32.4,26.8,38.0,"4,022","3,173","4,871",28.4,22.4,34.4,"35,651","33,060","38,242",,,,,,
05,053,AR,Grant County,"2,041","1,556","2,526",11.5,8.8,14.2,782,593,971,18.3,13.9,22.7,527,390,664,16.6,12.3,20.9,"46,538","42,134","50,942",,,,,,
05,055,AR,Greene County,"7,306","5,882","8,730",17.4,14.0,20.8,"2,690","2,075","3,305",25.6,19.7,31.5,"1,797","1,351","2,243",23.5,17.7,29.3,"37,893","34,648","41,138",,,,,,
05,057,AR,Hempstead County,"5,495","4,456","6,534",24.7,20.0,29.4,"2,205","1,777","2,633",38.0,30.6,45.4,"1,430","1,117","1,743",35.2,27.5,42.9,"30,922","28,071","33,773",,,,,,
05,059,AR,Hot Spring County,"6,317","5,184","7,450",20.3,16.7,23.9,"2,163","1,687","2,639",30.0,23.4,36.6,"1,475","1,124","1,826",28.1,21.4,34.8,"38,082","34,915","41,249",,,,,,
05,061,AR,Howard County,"2,859","2,313","3,405",20.9,16.9,24.9,"1,106",866,"1,346",30.5,23.9,37.1,765,593,937,29.7,23.0,36.4,"33,079","29,862","36,296",,,,,,
05,063,AR,Independence County,"7,684","6,714","8,654",21.4,18.7,24.1,"2,411","1,977","2,845",27.9,22.9,32.9,"1,588","1,268","1,908",25.7,20.5,30.9,"34,690","32,356","37,024",,,,,,
05,065,AR,Izard County,"2,592","2,052","3,132",20.5,16.2,24.8,788,600,976,31.7,24.1,39.3,527,390,664,28.4,21.0,35.8,"31,245","28,233","34,257",,,,,,
05,067,AR,Jackson County,"3,790","3,000","4,580",23.9,18.9,28.9,"1,272",992,"1,552",34.8,27.1,42.5,878,670,"1,086",32.7,24.9,40.5,"32,750","29,731","35,769",,,,,,
05,069,AR,Jefferson County,"17,152","14,585","19,719",24.3,20.7,27.9,"6,312","5,186","7,438",35.7,29.3,42.1,"4,190","3,348","5,032",32.6,26.1,39.1,"37,704","35,045","40,363",,,,,,
05,071,AR,Johnson County,"5,223","4,325","6,121",20.8,17.2,24.4,"1,875","1,487","2,263",29.8,23.6,36.0,"1,210",928,"1,492",26.9,20.6,33.2,"34,182","30,845","37,519",,,,,,
05,073,AR,Lafayette County,"1,787","1,396","2,178",24.2,18.9,29.5,581,436,726,35.4,26.6,44.2,396,290,502,32.9,24.1,41.7,"30,057","28,168","31,946",,,,,,
05,075,AR,Lawrence County,"3,798","3,063","4,533",23.0,18.6,27.4,"1,308","1,036","1,580",34.4,27.2,41.6,854,650,"1,058",30.1,22.9,37.3,"32,678","29,742","35,614",,,,,,
05,077,AR,Lee County,"3,008","2,295","3,721",35.2,26.9,43.5,955,730,"1,180",46.4,35.5,57.3,638,481,795,42.9,32.3,53.5,"27,894","26,216","29,572",,,,,,
05,079,AR,Lincoln County,"2,683","2,031","3,335",25.4,19.2,31.6,759,576,942,28.8,21.9,35.7,511,379,643,26.1,19.3,32.9,"35,854","32,217","39,491",,,,,,
05,081,AR,Little River County,"2,260","1,747","2,773",17.6,13.6,21.6,841,646,"1,036",27.8,21.4,34.2,570,429,711,25.4,19.1,31.7,"38,937","35,872","42,002",,,,,,
05,083,AR,Logan County,"4,355","3,487","5,223",20.0,16.0,24.0,"1,617","1,252","1,982",31.2,24.2,38.2,"1,099",829,"1,369",28.5,21.5,35.5,"34,000","30,604","37,396",,,,,,
05,085,AR,Lonoke County,"9,417","7,868","10,966",13.7,11.4,16.0,"3,486","2,764","4,208",18.8,14.9,22.7,"2,362","1,849","2,875",17.0,13.3,20.7,"49,579","45,675","53,483",,,,,,
05,087,AR,Madison County,"3,533","2,909","4,157",22.6,18.6,26.6,"1,154",899,"1,409",31.2,24.3,38.1,777,588,966,28.1,21.3,34.9,"34,292","30,868","37,716",,,,,,
05,089,AR,Marion County,"3,352","2,695","4,009",20.5,16.5,24.5,988,738,"1,238",34.5,25.8,43.2,676,491,861,32.2,23.4,41.0,"32,685","30,198","35,172",,,,,,
05,091,AR,Miller County,"9,113","7,539","10,687",21.5,17.8,25.2,"3,366","2,706","4,026",32.4,26.1,38.7,"2,161","1,647","2,675",29.7,22.6,36.8,"37,728","34,221","41,235",,,,,,
05,093,AR,Mississippi County,"11,428","9,417","13,439",25.4,20.9,29.9,"4,575","3,691","5,459",36.3,29.3,43.3,"3,216","2,572","3,860",35.0,28.0,42.0,"33,426","30,433","36,419",,,,,,
05,095,AR,Monroe County,"2,516","2,077","2,955",31.6,26.1,37.1,852,695,"1,009",47.5,38.8,56.2,559,449,669,43.4,34.9,51.9,"27,758","25,019","30,497",,,,,,
05,097,AR,Montgomery County,"2,036","1,591","2,481",21.9,17.1,26.7,654,499,809,35.0,26.7,43.3,445,332,558,32.0,23.9,40.1,"31,603","28,458","34,748",,,,,,
05,099,AR,Nevada County,"2,084","1,638","2,530",23.5,18.5,28.5,737,570,904,35.0,27.1,42.9,499,379,619,33.3,25.3,41.3,"31,590","28,430","34,750",,,,,,
05,101,AR,Newton County,"1,742","1,325","2,159",21.3,16.2,26.4,602,453,751,36.4,27.4,45.4,400,292,508,32.0,23.3,40.7,"31,224","28,162","34,286",,,,,,
05,103,AR,Ouachita County,"6,145","5,129","7,161",24.1,20.1,28.1,"2,220","1,828","2,612",37.6,31.0,44.2,"1,476","1,190","1,762",35.3,28.5,42.1,"35,095","31,724","38,466",,,,,,
05,105,AR,Perry County,"1,691","1,322","2,060",16.4,12.8,20.0,625,474,776,27.2,20.7,33.7,431,321,541,25.6,19.0,32.2,"38,858","35,130","42,586",,,,,,
05,107,AR,Phillips County,"7,216","5,877","8,555",34.0,27.7,40.3,"3,002","2,421","3,583",51.0,41.1,60.9,"2,007","1,566","2,448",47.5,37.0,58.0,"26,892","24,431","29,353",,,,,,
05,109,AR,Pike County,"2,264","1,783","2,745",20.5,16.1,24.9,873,679,"1,067",32.4,25.2,39.6,601,460,742,30.0,23.0,37.0,"30,054","27,713","32,395",,,,,,
05,111,AR,Poinsett County,"6,024","4,959","7,089",25.0,20.6,29.4,"2,172","1,715","2,629",37.1,29.3,44.9,"1,505","1,182","1,828",35.5,27.9,43.1,"30,761","27,863","33,659",,,,,,
05,113,AR,Polk County,"4,514","3,618","5,410",22.1,17.7,26.5,"1,671","1,303","2,039",35.3,27.5,43.1,"1,122",852,"1,392",31.9,24.2,39.6,"31,030","28,233","33,827",,,,,,
05,115,AR,Pope County,"13,026","11,566","14,486",22.1,19.6,24.6,"4,226","3,563","4,889",30.1,25.4,34.8,"2,839","2,364","3,314",28.4,23.6,33.2,"38,095","35,072","41,118",,,,,,
05,117,AR,Prairie County,"1,841","1,505","2,177",21.7,17.7,25.7,563,442,684,31.3,24.6,38.0,377,288,466,27.9,21.3,34.5,"36,088","32,671","39,505",,,,,,
05,119,AR,Pulaski County,"63,000","56,669","69,331",16.6,14.9,18.3,"21,239","17,989","24,489",23.3,19.7,26.9,"13,952","11,444","16,460",21.8,17.9,25.7,"43,898","41,714","46,082",,,,,,
05,121,AR,Randolph County,"4,128","3,430","4,826",23.4,19.4,27.4,"1,407","1,127","1,687",35.4,28.4,42.4,937,729,"1,145",32.5,25.3,39.7,"33,210","30,239","36,181",,,,,,
05,123,AR,St. Francis County,"7,844","6,389","9,299",32.9,26.8,39.0,"2,829","2,271","3,387",43.8,35.2,52.4,"1,816","1,396","2,236",39.4,30.3,48.5,"28,467","25,955","30,979",,,,,,
05,125,AR,Saline County,"10,845","8,883","12,807",10.0,8.2,11.8,"3,953","3,076","4,830",15.2,11.8,18.6,"2,753","2,103","3,403",14.4,11.0,17.8,"54,372","50,904","57,840",,,,,,
05,127,AR,Scott County,"2,475","1,917","3,033",22.3,17.3,27.3,"1,022",781,"1,263",37.0,28.3,45.7,681,507,855,33.4,24.8,42.0,"31,163","28,111","34,215",,,,,,
05,129,AR,Searcy County,"2,274","1,818","2,730",28.6,22.9,34.3,743,583,903,46.6,36.5,56.7,497,377,617,41.5,31.5,51.5,"26,990","24,442","29,538",,,,,,
05,131,AR,Sebastian County,"26,510","23,660","29,360",21.2,18.9,23.5,"9,817","8,523","11,111",31.2,27.1,35.3,"6,128","5,116","7,140",27.3,22.8,31.8,"38,404","35,544","41,264",,,,,,
05,133,AR,Sevier County,"3,710","2,963","4,457",21.7,17.3,26.1,"1,585","1,251","1,919",31.6,24.9,38.3,"1,047",800,"1,294",29.8,22.8,36.8,"30,899","28,409","33,389",,,,,,
05,135,AR,Sharp County,"4,197","3,399","4,995",24.5,19.8,29.2,"1,377","1,070","1,684",37.8,29.4,46.2,957,734,"1,180",35.1,26.9,43.3,"28,760","26,345","31,175",,,,,,
05,137,AR,Stone County,"2,848","2,192","3,504",22.9,17.6,28.2,986,754,"1,218",38.5,29.4,47.6,672,499,845,34.9,25.9,43.9,"29,182","26,504","31,860",,,,,,
05,139,AR,Union County,"8,790","7,329","10,251",21.5,17.9,25.1,"3,113","2,512","3,714",31.8,25.7,37.9,"1,920","1,473","2,367",27.3,20.9,33.7,"37,193","33,996","40,390",,,,,,
05,141,AR,Van Buren County,"3,719","3,090","4,348",22.1,18.4,25.8,"1,302","1,103","1,501",39.1,33.1,45.1,860,711,"1,009",33.9,28.0,39.8,"34,513","31,251","37,775",,,,,,
05,143,AR,Washington County,"40,190","35,657","44,723",20.1,17.8,22.4,"13,960","11,946","15,974",27.0,23.1,30.9,"9,014","7,486","10,542",24.8,20.6,29.0,"39,230","37,047","41,413",,,,,,
05,145,AR,White County,"13,484","11,315","15,653",18.0,15.1,20.9,"4,327","3,381","5,273",23.6,18.4,28.8,"2,903","2,192","3,614",22.0,16.6,27.4,"42,958","39,675","46,241",,,,,,
05,147,AR,Woodruff County,"1,942","1,530","2,354",27.3,21.5,33.1,619,472,766,38.5,29.3,47.7,413,307,519,35.2,26.1,44.3,"27,357","24,613","30,101",,,,,,
05,149,AR,Yell County,"4,226","3,329","5,123",19.5,15.4,23.6,"1,579","1,195","1,963",28.1,21.3,34.9,"1,037",760,"1,314",25.5,18.7,32.3,"33,747","30,481","37,013",,,,,,
06,000,CA,California,"6,121,726","6,065,691","6,177,761",16.6,16.4,16.8,"2,085,226","2,055,547","2,114,905",22.8,22.5,23.1,"1,431,148","1,404,413","1,457,883",21.7,21.3,22.1,"57,275","56,997","57,553","614,837","601,173","628,501",24.7,24.2,25.2
06,001,CA,Alameda County,"198,382","185,035","211,729",13.2,12.3,14.1,"56,573","51,002","62,144",16.8,15.1,18.5,"37,420","33,125","41,715",15.6,13.8,17.4,"67,295","65,680","68,910",,,,,,
06,003,CA,Alpine County,191,146,236,17.4,13.3,21.5,61,46,76,29.3,22.3,36.3,40,30,50,25.3,18.9,31.7,"46,706","42,096","51,316",,,,,,
06,005,CA,Amador County,"4,670","3,796","5,544",14.0,11.4,16.6,"1,155",921,"1,389",19.3,15.4,23.2,757,588,926,16.5,12.8,20.2,"51,553","46,598","56,508",,,,,,
06,007,CA,Butte County,"48,784","43,958","53,610",22.6,20.4,24.8,"12,426","10,486","14,366",28.0,23.6,32.4,"8,259","6,706","9,812",25.6,20.8,30.4,"39,208","37,490","40,926",,,,,,
06,009,CA,Calaveras County,"5,563","4,355","6,771",12.5,9.8,15.2,"1,701","1,302","2,100",20.4,15.6,25.2,"1,135",850,"1,420",17.7,13.3,22.1,"50,599","45,986","55,212",,,,,,
06,011,CA,Colusa County,"2,825","2,259","3,391",13.2,10.5,15.9,"1,229",959,"1,499",19.5,15.2,23.8,829,633,"1,025",18.5,14.1,22.9,"47,469","43,205","51,733",,,,,,
06,013,CA,Contra Costa County,"125,467","116,362","134,572",11.9,11.0,12.8,"37,692","33,624","41,760",14.6,13.0,16.2,"26,726","23,706","29,746",14.0,12.4,15.6,"74,241","71,679","76,803",,,,,,
06,015,CA,Del Norte County,"6,300","5,041","7,559",25.4,20.3,30.5,"1,989","1,557","2,421",33.7,26.4,41.0,"1,329","1,016","1,642",31.6,24.2,39.0,"35,598","32,285","38,911",,,,,,
06,017,CA,El Dorado County,"18,496","15,669","21,323",10.3,8.7,11.9,"5,309","4,307","6,311",13.4,10.9,15.9,"3,697","2,980","4,414",12.1,9.8,14.4,"61,970","57,920","66,020",,,,,,
06,019,CA,Fresno County,"238,977","225,084","252,870",25.8,24.3,27.3,"97,470","90,342","104,598",35.4,32.8,38.0,"64,551","58,891","70,211",33.0,30.1,35.9,"42,572","41,268","43,876",,,,,,
06,021,CA,Glenn County,"5,326","4,392","6,260",19.2,15.8,22.6,"2,050","1,637","2,463",26.6,21.2,32.0,"1,378","1,076","1,680",24.9,19.4,30.4,"40,221","36,271","44,171",,,,,,
06,023,CA,Humboldt County,"27,780","24,196","31,364",21.1,18.4,23.8,"6,797","5,550","8,044",26.3,21.5,31.1,"4,393","3,505","5,281",24.1,19.2,29.0,"39,526","36,612","42,440",,,,,,
06,025,CA,Imperial County,"43,259","38,164","48,354",26.0,22.9,29.1,"16,795","14,317","19,273",33.2,28.3,38.1,"11,003","9,006","13,000",30.0,24.5,35.5,"36,898","33,864","39,932",,,,,,
06,027,CA,Inyo County,"2,304","1,795","2,813",12.7,9.9,15.5,791,613,969,20.4,15.8,25.0,544,416,672,19.5,14.9,24.1,"44,928","40,869","48,987",,,,,,
06,029,CA,Kern County,"200,571","189,162","211,980",24.6,23.2,26.0,"87,025","81,045","93,005",34.6,32.2,37.0,"59,585","54,759","64,411",33.5,30.8,36.2,"44,903","43,216","46,590",,,,,,
06,031,CA,Kings County,"27,949","24,055","31,843",21.2,18.3,24.1,"12,386","10,798","13,974",29.5,25.7,33.3,"8,011","6,803","9,219",27.5,23.3,31.7,"48,319","45,654","50,984",,,,,,
06,033,CA,Lake County,"14,587","12,428","16,746",23.0,19.6,26.4,"4,399","3,653","5,145",33.8,28.1,39.5,"2,952","2,396","3,508",31.2,25.3,37.1,"35,882","33,216","38,548",,,,,,
06,035,CA,Lassen County,"4,716","3,667","5,765",19.3,15.0,23.6,"1,128",871,"1,385",19.3,14.9,23.7,742,562,922,17.4,13.2,21.6,"47,938","43,555","52,321",,,,,,
06,037,CA,Los Angeles County,"1,788,681","1,750,372","1,826,990",18.4,18.0,18.8,"606,778","589,023","624,533",25.9,25.1,26.7,"426,432","412,726","440,138",25.1,24.3,25.9,"52,239","51,779","52,699",,,,,,
06,039,CA,Madera County,"33,965","29,303","38,627",23.6,20.4,26.8,"14,213","12,062","16,364",33.5,28.4,38.6,"9,287","7,689","10,885",30.5,25.2,35.8,"44,795","42,242","47,348",,,,,,
06,041,CA,Marin County,"23,236","19,887","26,585",9.4,8.0,10.8,"5,618","4,529","6,707",10.8,8.7,12.9,"3,843","3,069","4,617",10.1,8.1,12.1,"78,470","74,282","82,658",,,,,,
06,043,CA,Mariposa County,"2,818","2,262","3,374",15.7,12.6,18.8,767,608,926,24.3,19.3,29.3,531,414,648,22.3,17.4,27.2,"42,175","37,892","46,458",,,,,,
06,045,CA,Mendocino County,"17,387","14,862","19,912",20.2,17.3,23.1,"5,931","4,875","6,987",31.4,25.8,37.0,"3,928","3,129","4,727",29.0,23.1,34.9,"41,236","37,995","44,477",,,,,,
06,047,CA,Merced County,"68,371","62,662","74,080",26.8,24.6,29.0,"28,605","25,772","31,438",35.8,32.3,39.3,"20,648","18,601","22,695",35.7,32.2,39.2,"40,016","37,681","42,351",,,,,,
06,049,CA,Modoc County,"1,990","1,563","2,417",21.5,16.9,26.1,635,491,779,32.3,25.0,39.6,421,318,524,28.8,21.7,35.9,"34,654","31,091","38,217",,,,,,
06,051,CA,Mono County,"1,539","1,185","1,893",10.8,8.3,13.3,487,374,600,16.2,12.4,20.0,330,248,412,15.6,11.7,19.5,"48,758","44,858","52,658",,,,,,
06,053,CA,Monterey County,"69,113","62,213","76,013",17.1,15.4,18.8,"27,097","24,075","30,119",24.5,21.8,27.2,"17,817","15,374","20,260",23.0,19.9,26.1,"52,746","50,628","54,864",,,,,,
06,055,CA,Napa County,"16,093","13,617","18,569",12.0,10.1,13.9,"5,150","4,193","6,107",16.6,13.5,19.7,"3,393","2,705","4,081",14.8,11.8,17.8,"61,179","57,847","64,511",,,,,,
06,057,CA,Nevada County,"11,850","9,930","13,770",12.1,10.1,14.1,"3,170","2,528","3,812",17.4,13.9,20.9,"2,117","1,664","2,570",15.3,12.0,18.6,"53,833","50,403","57,263",,,,,,
06,059,CA,Orange County,"391,460","371,671","411,249",13.0,12.3,13.7,"129,549","119,815","139,283",17.9,16.6,19.2,"87,837","80,973","94,701",16.5,15.2,17.8,"72,046","70,867","73,225",,,,,,
06,061,CA,Placer County,"29,985","26,338","33,632",8.5,7.5,9.5,"8,387","6,739","10,035",9.9,8.0,11.8,"5,578","4,291","6,865",8.7,6.7,10.7,"69,581","65,761","73,401",,,,,,
06,063,CA,Plumas County,"2,875","2,348","3,402",14.8,12.1,17.5,753,584,922,21.9,17.0,26.8,501,379,623,19.8,15.0,24.6,"44,923","40,423","49,423",,,,,,
06,065,CA,Riverside County,"371,930","349,683","394,177",16.9,15.9,17.9,"141,314","130,793","151,835",23.0,21.3,24.7,"99,731","91,682","107,780",22.1,20.3,23.9,"52,491","50,946","54,036",,,,,,
06,067,CA,Sacramento County,"250,842","235,941","265,743",17.7,16.6,18.8,"89,099","82,092","96,106",24.9,22.9,26.9,"59,257","53,550","64,964",23.1,20.9,25.3,"52,236","50,918","53,554",,,,,,
06,069,CA,San Benito County,"6,909","5,390","8,428",12.4,9.7,15.1,"2,768","2,134","3,402",17.6,13.6,21.6,"1,867","1,408","2,326",15.9,12.0,19.8,"62,618","58,724","66,512",,,,,,
06,071,CA,San Bernardino County,"391,911","369,357","414,465",19.4,18.3,20.5,"152,754","141,659","163,849",26.2,24.3,28.1,"104,700","96,026","113,374",24.6,22.6,26.6,"51,017","49,919","52,115",,,,,,
06,073,CA,San Diego County,"462,997","443,107","482,887",15.2,14.5,15.9,"137,647","127,578","147,716",19.2,17.8,20.6,"93,841","86,335","101,347",18.4,16.9,19.9,"59,290","57,977","60,603",,,,,,
06,075,CA,San Francisco County,"110,260","101,507","119,013",13.8,12.7,14.9,"17,137","14,421","19,853",16.0,13.5,18.5,"12,378","10,423","14,333",17.5,14.7,20.3,"69,354","67,027","71,681",,,,,,
06,077,CA,San Joaquin County,"124,573","113,745","135,401",18.2,16.6,19.8,"49,527","44,012","55,042",25.0,22.2,27.8,"32,873","28,738","37,008",22.8,19.9,25.7,"50,376","48,772","51,980",,,,,,
06,079,CA,San Luis Obispo County,"38,626","33,699","43,553",15.1,13.2,17.0,"8,594","6,998","10,190",17.5,14.2,20.8,"5,977","4,827","7,127",16.7,13.5,19.9,"53,877","51,487","56,267",,,,,,
06,081,CA,San Mateo County,"56,676","50,749","62,603",7.9,7.1,8.7,"15,751","13,276","18,226",10.0,8.4,11.6,"10,501","8,625","12,377",9.4,7.7,11.1,"81,378","78,428","84,328",,,,,,
06,083,CA,Santa Barbara County,"63,212","57,139","69,285",15.4,13.9,16.9,"19,904","17,163","22,645",21.1,18.2,24.0,"14,057","11,989","16,125",20.9,17.8,24.0,"59,494","57,230","61,758",,,,,,
06,085,CA,Santa Clara County,"190,005","178,932","201,078",10.7,10.1,11.3,"53,621","48,596","58,646",12.6,11.4,13.8,"36,750","33,258","40,242",12.1,10.9,13.3,"84,741","83,335","86,147",,,,,,
06,087,CA,Santa Cruz County,"37,962","33,686","42,238",14.9,13.2,16.6,"9,941","7,953","11,929",18.5,14.8,22.2,"6,668","5,239","8,097",17.2,13.5,20.9,"61,228","58,201","64,255",,,,,,
06,089,CA,Shasta County,"34,031","30,127","37,935",19.4,17.2,21.6,"9,651","8,071","11,231",25.3,21.2,29.4,"6,403","5,214","7,592",22.9,18.7,27.1,"41,796","39,273","44,319",,,,,,
06,091,CA,Sierra County,418,326,510,13.6,10.6,16.6,99,77,121,19.8,15.3,24.3,67,51,83,17.7,13.5,21.9,"45,060","40,386","49,734",,,,,,
06,093,CA,Siskiyou County,"10,730","9,529","11,931",24.4,21.7,27.1,"2,835","2,331","3,339",31.6,26.0,37.2,"1,864","1,495","2,233",28.4,22.8,34.0,"35,175","32,217","38,133",,,,,,
06,095,CA,Solano County,"54,912","49,437","60,387",13.6,12.2,15.0,"18,147","15,638","20,656",18.4,15.9,20.9,"11,500","9,685","13,315",15.9,13.4,18.4,"63,090","60,115","66,065",,,,,,
06,097,CA,Sonoma County,"58,394","52,472","64,316",12.2,11.0,13.4,"16,590","13,997","19,183",15.9,13.4,18.4,"10,661","8,735","12,587",14.0,11.5,16.5,"60,792","59,023","62,561",,,,,,
06,099,CA,Stanislaus County,"119,325","111,346","127,304",23.3,21.7,24.9,"45,615","42,003","49,227",31.6,29.1,34.1,"30,382","27,742","33,022",29.0,26.5,31.5,"44,287","42,145","46,429",,,,,,
06,101,CA,Sutter County,"14,831","12,346","17,316",15.8,13.2,18.4,"6,248","5,168","7,328",24.5,20.3,28.7,"4,033","3,246","4,820",21.9,17.6,26.2,"48,749","46,533","50,965",,,,,,
06,103,CA,Tehama County,"12,244","10,052","14,436",19.5,16.0,23.0,"4,288","3,359","5,217",27.6,21.6,33.6,"2,851","2,150","3,552",25.4,19.1,31.7,"37,297","34,929","39,665",,,,,,
06,105,CA,Trinity County,"2,881","2,297","3,465",21.4,17.1,25.7,798,619,977,33.3,25.8,40.8,547,414,680,30.4,23.0,37.8,"33,163","30,204","36,122",,,,,,
06,107,CA,Tulare County,"113,766","105,373","122,159",25.6,23.7,27.5,"48,335","43,751","52,919",33.7,30.5,36.9,"33,555","30,190","36,920",32.9,29.6,36.2,"40,599","38,620","42,578",,,,,,
06,109,CA,Tuolumne County,"8,420","7,082","9,758",16.6,14.0,19.2,"2,238","1,835","2,641",24.3,19.9,28.7,"1,532","1,246","1,818",22.2,18.1,26.3,"43,530","40,238","46,822",,,,,,
06,111,CA,Ventura County,"94,625","84,201","105,049",11.5,10.2,12.8,"33,696","28,749","38,643",16.4,14.0,18.8,"22,989","19,699","26,279",15.2,13.0,17.4,"74,019","72,315","75,723",,,,,,
06,113,CA,Yolo County,"41,756","38,468","45,044",21.3,19.6,23.0,"8,951","7,580","10,322",20.5,17.4,23.6,"6,175","5,191","7,159",19.6,16.5,22.7,"50,174","47,576","52,772",,,,,,
